Client ID,Город,Просчет стоимости модели,Приход к диллеру,Продажа
GA1.2.260240250.1581713981,Krasnodar,-,-,-
GA1.2.266337853.1579564029,Krasnodar,,0,
GA1.2.287419147.1581683677,Krasnodar,-,-,-
GA1.2.291625284.1554725841,Krasnodar,-,-,-
GA1.2.292989173.1580907990,Krasnodar,-,-,-
GA1.2.316298560.1579553055,Krasnodar,-,-,-
GA1.2.318077155.1580151395,Krasnodar,-,-,-
GA1.2.32301272.1580086873,Krasnodar,,0,
GA1.2.338416502.1580030974,Krasnodar,,0,
GA1.2.359059564.1580847009,Krasnodar,-,-,-
GA1.2.359329627.1544460297,Krasnodar,-,-,-
GA1.2.359959903.1579787674,Krasnodar,-,-,-
GA1.2.371510344.1581067925,Krasnodar,-,-,-
GA1.2.390340775.1580812679,Krasnodar,-,-,-
GA1.2.409419177.1579866537,Krasnodar,-,-,-
GA1.2.418134331.1581575806,Krasnodar,,0,
GA1.2.422094966.1579430916,Krasnodar,1,1,0
GA1.2.428694933.1581708073,Krasnodar,-,-,-
GA1.2.459264095.1579078481,Krasnodar,0,1,
GA1.2.464363774.1578940349,Krasnodar,-,-,-
GA1.2.466903318.1578522021,Krasnodar,-,-,-
GA1.2.47431305.1581066783,Krasnodar,,0,
GA1.2.487471125.1580558200,Krasnodar,-,-,-
GA1.2.501923810.1579894412,Krasnodar,-,-,-
GA1.2.524015349.1581670516,Krasnodar,-,-,-
GA1.2.5396001.1577444879,Krasnodar,-,-,-
GA1.2.553667637.1579790936,Krasnodar,-,-,-
GA1.2.577176269.1579982779,Krasnodar,-,-,-
GA1.2.583629994.1578774734,Krasnodar,-,-,-
GA1.2.585968327.1579462659,Krasnodar,0,1,
GA1.2.588421777.1579175030,Krasnodar,-,-,-
GA1.2.604625931.1580716004,Krasnodar,-,-,-
GA1.2.614039705.1578728458,Krasnodar,-,-,-
GA1.2.616704338.1581044478,Krasnodar,,0,
GA1.2.620119217.1579026114,Krasnodar,0,1,
GA1.2.621192293.1581450971,Krasnodar,0,1,
GA1.2.67323512.1580805710,Krasnodar,,0,
GA1.2.681499258.1580808907,Krasnodar,0,1,
GA1.2.682850763.1578725258,Krasnodar,0,1,
GA1.2.693009827.1579274953,Krasnodar,-,-,-
GA1.2.693249176.1581338788,Krasnodar,0,1,
GA1.2.702703223.1579020778,Krasnodar,0,1,
GA1.2.716665424.1581424311,Krasnodar,1,1,1
GA1.2.725267918.1578422637,Krasnodar,-,-,-
GA1.2.751219413.1578991970,Krasnodar,-,-,-
GA1.2.779706279.1578599252,Krasnodar,0,1,
GA1.2.786818403.1580305491,Krasnodar,-,-,-
GA1.2.792722818.1578481251,Krasnodar,-,-,-
GA1.2.795946347.1572700629,Krasnodar,-,-,-
GA1.2.798663455.1580542470,Krasnodar,,0,
GA1.2.798663455.1580542470,Krasnodar,-,-,-
GA1.2.82784577.1578571677,Krasnodar,0,1,
GA1.2.833308851.1570277005,Krasnodar,-,-,-
GA1.2.840969659.1581264918,Krasnodar,-,-,-
GA1.2.857791418.1538201683,Krasnodar,-,-,-
GA1.2.868435011.1578921765,Krasnodar,-,-,-
GA1.2.87701703.1580762251,Krasnodar,,0,
GA1.2.881752006.1578316173,Krasnodar,-,-,-
GA1.2.887866828.1541101225,Krasnodar,,0,
GA1.2.90904446.1578170319,Krasnodar,-,-,-
GA1.2.929573802.1578195744,Krasnodar,-,-,-
GA1.2.939853254.1580032521,Krasnodar,,0,
GA1.2.946661497.1562438429,Krasnodar,-,-,-
GA1.2.946661497.1562438429,Krasnodar,-,-,-
GA1.2.946661497.1562438429,Krasnodar,-,-,-
GA1.2.953760857.1527266577,Krasnodar,-,-,-
GA1.2.958245060.1579344716,Krasnodar,1,1,1
GA1.2.983703608.1552685160,Krasnodar,-,-,-
GA1.2.989890017.1577961882,Krasnodar,-,-,-
GA1.2.994192929.1534854159,Krasnodar,-,-,-
GA1.2.1010005605.1580760138,Krasnodar,1,1,0
GA1.2.1013935797.1580668433,Krasnodar,-,-,-
GA1.2.102274237.1580816404,Krasnodar,,0,
GA1.2.1069120604.1581002984,Krasnodar,1,1,1
GA1.2.1069443468.1578860112,Krasnodar,-,-,-
GA1.2.1081044502.1579206178,Krasnodar,0,1,
GA1.2.1102048044.1579891390,Krasnodar,,0,
GA1.2.1109729863.1579461471,Krasnodar,-,-,-
GA1.2.1112343413.1573632626,Krasnodar,1,1,0
GA1.2.1137888269.1579196535,Krasnodar,1,1,0
GA1.2.1150885469.1578865547,Krasnodar,,0,
GA1.2.1150885469.1578865547,Krasnodar,-,-,-
GA1.2.1150885469.1578865547,Krasnodar,,0,
GA1.2.1150885469.1578865547,Krasnodar,-,-,-
GA1.2.1150885469.1578865547,Krasnodar,,0,
GA1.2.1156199192.1581434202,Krasnodar,-,-,-
GA1.2.1156261474.1580595629,Krasnodar,0,1,
GA1.2.1195081863.1578742554,Krasnodar,,0,
GA1.2.1228351935.1581861663,Krasnodar,-,-,-
GA1.2.1232473104.1568179862,Krasnodar,0,1,
GA1.2.1235192861.1581846355,Krasnodar,,0,
GA1.2.1237400378.1579796888,Krasnodar,-,-,-
GA1.2.1260263406.1581938315,Krasnodar,-,-,-
GA1.2.1309003664.1578159126,Krasnodar,-,-,-
GA1.2.1315083828.1578681617,Krasnodar,,0,
GA1.2.1318841840.1580669214,Krasnodar,,0,
GA1.2.1318841840.1580669214,Krasnodar,-,-,-
GA1.2.1319331734.1578479428,Krasnodar,-,-,-
GA1.2.1327365758.1577630463,Krasnodar,,0,
GA1.2.13425066.1574140616,Krasnodar,-,-,-
GA1.2.1370620077.1579374450,Krasnodar,-,-,-
GA1.2.138968314.1580315699,Krasnodar,,0,
GA1.2.138968314.1580315699,Krasnodar,-,-,-
GA1.2.1433041236.1581880133,Krasnodar,-,-,-
GA1.2.1447517759.1578121516,Krasnodar,-,-,-
GA1.2.1456983269.1577607554,Krasnodar,,0,
GA1.2.1471445443.1581683404,Krasnodar,-,-,-
GA1.2.1480680930.1578419445,Krasnodar,-,-,-
GA1.2.153896933.1579866613,Krasnodar,-,-,-
GA1.2.1544932123.1581536667,Krasnodar,0,1,
GA1.2.1582802753.1578231991,Krasnodar,,0,
GA1.2.1593971454.1579022623,Krasnodar,-,-,-
GA1.2.1630744070.1581605987,Krasnodar,0,1,
GA1.2.1653363395.1580329522,Krasnodar,-,-,-
GA1.2.1654732825.1575544302,Krasnodar,,0,
GA1.2.1687147494.1578983374,Krasnodar,1,1,1
GA1.2.1717112262.1580296362,Krasnodar,-,-,-
GA1.2.1722389223.1581313998,Krasnodar,-,-,-
GA1.2.1804735117.1580780504,Krasnodar,-,-,-
GA1.2.1827415968.1579593148,Krasnodar,,0,
GA1.2.1827415968.1579593148,Krasnodar,,0,
GA1.2.1831595395.1581225578,Krasnodar,,0,
GA1.2.1853192846.1578052009,Krasnodar,-,-,-
GA1.2.1921695008.1574941184,Krasnodar,-,-,-
GA1.2.194947829.1568373793,Krasnodar,-,-,-
GA1.2.1952998353.1581201413,Krasnodar,,0,
GA1.2.197173539.1578317655,Krasnodar,,0,
GA1.2.1977376335.1580317329,Krasnodar,-,-,-
GA1.2.1977376335.1580317329,Krasnodar,-,-,-
GA1.2.1990362994.1579033426,Krasnodar,-,-,-
GA1.2.2045459633.1579813848,Krasnodar,1,1,0
GA1.2.2115815972.1580324034,Krasnodar,-,-,-
GA1.2.2129449830.1581363652,Krasnodar,0,1,
GA1.2.2131139186.1579275594,Krasnodar,0,1,
GA1.2.218205261.1574763740,Krasnodar,,0,
GA1.2.22390702.1579463558,Krasnodar,0,1,
GA1.2.245176839.1580481711,Krasnodar,1,1,0
GA1.2.259443355.1572861878,Krasnodar,-,-,-
GA1.2.267317843.1581045334,Krasnodar,,0,
GA1.2.332722213.1580383717,Krasnodar,0,1,
GA1.2.365561102.1578820654,Krasnodar,1,1,0
GA1.2.369012998.1580734961,Krasnodar,-,-,-
GA1.2.38384108.1580294866,Krasnodar,,0,
GA1.2.397287241.1580692550,Krasnodar,-,-,-
GA1.2.418381070.1580278231,Krasnodar,-,-,-
GA1.2.424556614.1579720429,Krasnodar,-,-,-
GA1.2.434933636.1578845660,Krasnodar,0,1,
GA1.2.4560192.1579807951,Krasnodar,-,-,-
GA1.2.4560192.1579807951,Krasnodar,0,1,
GA1.2.481725063.1580334639,Krasnodar,-,-,-
GA1.2.513944094.1577913231,Krasnodar,0,1,
GA1.2.535379171.1579783196,Krasnodar,-,-,-
GA1.2.582916522.1581591043,Krasnodar,-,-,-
GA1.2.607938116.1581609105,Krasnodar,-,-,-
GA1.2.623816706.1579792799,Krasnodar,,0,
GA1.2.631480799.1580595994,Krasnodar,0,1,
GA1.2.636818748.1580231489,Krasnodar,-,-,-
GA1.2.640103156.1578406532,Krasnodar,-,-,-
GA1.2.668351243.1579187447,Krasnodar,1,1,0
GA1.2.707637459.1580309504,Krasnodar,-,-,-
GA1.2.710560005.1581721303,Krasnodar,-,-,-
GA1.2.74853189.1578749978,Krasnodar,,0,
GA1.2.756633564.1579290891,Krasnodar,-,-,-
GA1.2.778863557.1581881499,Krasnodar,-,-,-
GA1.2.783014892.1578982848,Krasnodar,1,1,1
GA1.2.794839996.1579242700,Krasnodar,1,1,0
GA1.2.801197500.1580570490,Krasnodar,1,1,1
GA1.2.818759936.1580634191,Krasnodar,1,1,0
GA1.2.838739202.1578924051,Krasnodar,-,-,-
GA1.2.843621453.1577979898,Krasnodar,-,-,-
GA1.2.845472495.1579786920,Krasnodar,-,-,-
GA1.2.871773682.1578087318,Krasnodar,,0,
GA1.2.877496253.1581436306,Krasnodar,,0,
GA1.2.901236229.1578747323,Krasnodar,1,1,1
GA1.2.901236229.1578747323,Krasnodar,-,-,-
GA1.2.918148490.1579026791,Krasnodar,-,-,-
GA1.2.953064211.1581142084,Krasnodar,0,1,
GA1.2.962372568.1580234798,Krasnodar,-,-,-
GA1.2.970972408.1581054230,Krasnodar,-,-,-
GA1.2.993601056.1580797599,Krasnodar,0,1,
GA1.2.118520418.1568925871,Krasnodar,0,1,
GA1.2.1273100490.1578433169,Krasnodar,1,1,0
GA1.2.1378550723.1580761702,Krasnodar,,0,
GA1.2.1396027592.1579377204,Krasnodar,,0,
GA1.2.1602300422.1578833734,Krasnodar,-,-,-
GA1.2.1885896267.1579026540,Krasnodar,-,-,-
GA1.2.2009652063.1576005647,Krasnodar,-,-,-
GA1.2.2009652063.1576005647,Krasnodar,,0,
GA1.2.2058239428.1579034333,Krasnodar,,0,
GA1.2.28954599.1579590003,Krasnodar,-,-,-
GA1.2.528943868.1580664132,Krasnodar,0,1,
GA1.2.593727504.1579981947,Krasnodar,,0,
GA1.2.785682197.1579079353,Krasnodar,-,-,-
GA1.2.823178501.1578849439,Krasnodar,-,-,-
GA1.2.837207402.1581279282,Krasnodar,,0,
GA1.2.1247371545.1580680997,Krasnodar,,0,
GA1.2.1678539353.1580628361,Krasnodar,0,1,
GA1.2.1799468500.1581061532,Krasnodar,1,1,1
GA1.2.448546213.1581678248,Krasnodar,-,-,-
GA1.2.503567790.1579610158,Krasnodar,-,-,-
GA1.2.51040905.1579194082,Krasnodar,-,-,-
GA1.2.673941536.1581193862,Krasnodar,,0,
GA1.2.1010536882.1579008005,Krasnodar,-,-,-
GA1.2.1226406418.1573657870,Krasnodar,0,1,
GA1.2.1523762574.1579120263,Krasnodar,,0,
GA1.2.1935029329.1572759310,Krasnodar,1,1,0
GA1.2.2022640677.1578829116,Krasnodar,,0,
GA1.2.2043844889.1580349354,Krasnodar,1,1,1
GA1.2.286097666.1578744481,Krasnodar,,0,
GA1.2.45562078.1568560170,Krasnodar,-,-,-
GA1.2.652028282.1567315452,Krasnodar,-,-,-
GA1.2.112470691.1579259632,Krasnodar,-,-,-
GA1.2.112470691.1579259632,Krasnodar,-,-,-
GA1.2.1170007769.1579429392,Krasnodar,-,-,-
GA1.2.1196126354.1580805530,Krasnodar,-,-,-
GA1.2.1293057571.1578923643,Krasnodar,-,-,-
GA1.2.1341887411.1578792099,Krasnodar,1,1,0
GA1.2.1452145549.1581588858,Krasnodar,-,-,-
GA1.2.1489576223.1571722191,Krasnodar,1,1,0
GA1.2.1501087627.1573559541,Krasnodar,-,-,-
GA1.2.1542846694.1580977488,Krasnodar,-,-,-
GA1.2.1649240532.1577647360,Krasnodar,-,-,-
GA1.2.167239173.1564216298,Krasnodar,-,-,-
GA1.2.173660554.1579796052,Krasnodar,-,-,-
GA1.2.1802834725.1569477261,Krasnodar,-,-,-
GA1.2.1946468035.1576653823,Krasnodar,0,1,
GA1.2.1946468035.1576653823,Krasnodar,-,-,-
GA1.2.2006161724.1578552611,Krasnodar,0,1,
GA1.2.2085565622.1576575570,Krasnodar,-,-,-
GA1.2.2144633876.1577883678,Krasnodar,-,-,-
GA1.2.2146236720.1579253401,Krasnodar,-,-,-
GA1.2.22312630.1581588809,Krasnodar,-,-,-
GA1.2.234990163.1580180096,Krasnodar,-,-,-
GA1.2.26398774.1580143736,Krasnodar,-,-,-
GA1.2.376621978.1579428530,Krasnodar,,0,
GA1.2.431810465.1578348853,Krasnodar,,0,
GA1.2.434862747.1577689362,Krasnodar,1,1,0
GA1.2.577221196.1581505276,Krasnodar,0,1,
GA1.2.663140024.1578290656,Krasnodar,1,1,1
GA1.2.686040993.1580401466,Krasnodar,-,-,-
GA1.2.716970929.1577682646,Krasnodar,1,1,0
GA1.2.724245723.1580216070,Krasnodar,,0,
GA1.2.748602607.1580980192,Krasnodar,,0,
GA1.2.77644007.1578561961,Krasnodar,0,1,
GA1.2.807353457.1573477790,Krasnodar,1,1,1
GA1.2.807353457.1573477790,Krasnodar,1,1,1
GA1.2.846294810.1578394427,Krasnodar,,0,
GA1.2.982605814.1581679621,Krasnodar,,0,
GA1.2.141758201.1580798145,Krasnodar,-,-,-
GA1.2.1595808511.1579539436,Krasnodar,-,-,-
GA1.2.1737063039.1563530617,Krasnodar,-,-,-
GA1.2.1742898164.1580796127,Krasnodar,,0,
GA1.2.1883581932.1576577091,Krasnodar,0,1,
GA1.2.205312376.1578588124,Krasnodar,1,1,1
GA1.2.220769717.1578641335,Krasnodar,,0,
GA1.2.44230107.1579508613,Krasnodar,-,-,-
GA1.2.461157496.1578642484,Krasnodar,-,-,-
GA1.2.511671308.1564576428,Krasnodar,-,-,-
GA1.2.721642970.1581917778,Krasnodar,,0,
GA1.2.778008025.1579870713,Krasnodar,,0,
GA1.2.98963307.1573708045,Krasnodar,-,-,-
GA1.2.1024369133.1578313136,Krasnodar,-,-,-
GA1.2.1034147636.1574186800,Krasnodar,-,-,-
GA1.2.1087856809.1570260413,Krasnodar,-,-,-
GA1.2.1259402029.1581344188,Krasnodar,,0,
GA1.2.1322518092.1574510297,Krasnodar,-,-,-
GA1.2.1346612518.1575371040,Krasnodar,-,-,-
GA1.2.1346612518.1575371040,Krasnodar,-,-,-
GA1.2.1364506880.1580545597,Krasnodar,,0,
GA1.2.1496918935.1579672345,Krasnodar,,0,
GA1.2.180731384.1580291217,Krasnodar,-,-,-
GA1.2.1902391982.1581261808,Krasnodar,-,-,-
GA1.2.1936012467.1578290480,Krasnodar,-,-,-
GA1.2.2013269988.1579982104,Krasnodar,,0,
GA1.2.2041407230.1581538700,Krasnodar,,0,
GA1.2.2056257150.1578587728,Krasnodar,,0,
GA1.2.2056929301.1581612753,Krasnodar,-,-,-
GA1.2.224850414.1581417593,Krasnodar,-,-,-
GA1.2.28176534.1572680395,Krasnodar,,0,
GA1.2.367691821.1576263817,Krasnodar,1,1,0
GA1.2.370960057.1578734716,Krasnodar,,0,
GA1.2.431810465.1578348853,Krasnodar,,0,
GA1.2.486731864.1578856255,Krasnodar,-,-,-
GA1.2.521597595.1580709813,Krasnodar,-,-,-
GA1.2.571594658.1574945184,Krasnodar,0,1,
GA1.2.735485748.1580432010,Krasnodar,,0,
GA1.2.742422371.1566502675,Krasnodar,-,-,-
GA1.2.76242504.1581166556,Krasnodar,,0,
GA1.2.785735414.1578563969,Krasnodar,-,-,-
GA1.2.833834670.1580058743,Krasnodar,-,-,-
GA1.2.866501864.1576046415,Krasnodar,,0,
GA1.2.1039869624.1578122351,Krasnodar,1,1,0
GA1.2.1175283409.1578400221,Krasnodar,-,-,-
GA1.2.1198390808.1580289464,Krasnodar,-,-,-
GA1.2.1210772744.1578942628,Krasnodar,-,-,-
GA1.2.1259573072.1578900846,Krasnodar,,0,
GA1.2.1268449616.1578645282,Krasnodar,1,1,0
GA1.2.1290483656.1577568602,Krasnodar,1,1,1
GA1.2.1317543456.1580470462,Krasnodar,-,-,-
GA1.2.1416830759.1581076414,Krasnodar,-,-,-
GA1.2.1570037083.1572856422,Krasnodar,-,-,-
GA1.2.1598579693.1578409760,Krasnodar,-,-,-
GA1.2.1707430527.1556633581,Krasnodar,-,-,-
GA1.2.177173893.1566910693,Krasnodar,0,1,
GA1.2.1802834725.1569477261,Krasnodar,-,-,-
GA1.2.1854345350.1577690566,Krasnodar,-,-,-
GA1.2.1854345350.1577690566,Krasnodar,-,-,-
GA1.2.1962408238.1578780982,Krasnodar,,0,
GA1.2.1983367442.1568040199,Krasnodar,1,1,1
GA1.2.1986709592.1564337599,Krasnodar,,0,
GA1.2.2004947654.1581925234,Krasnodar,-,-,-
GA1.2.2005411270.1544732247,Krasnodar,,0,
GA1.2.2027882583.1579680252,Krasnodar,-,-,-
GA1.2.2040701254.1521014370,Krasnodar,,0,
GA1.2.2144887997.1579516945,Krasnodar,-,-,-
GA1.2.234990163.1580180096,Krasnodar,-,-,-
GA1.2.243273531.1578841244,Krasnodar,-,-,-
GA1.2.302892691.1579079073,Krasnodar,-,-,-
GA1.2.43166687.1581209084,Krasnodar,-,-,-
GA1.2.484501743.1579859730,Krasnodar,,0,
GA1.2.510870778.1580964645,Krasnodar,-,-,-
GA1.2.567733371.1571240031,Krasnodar,,0,
GA1.2.795153461.1580287072,Krasnodar,-,-,-
GA1.2.80943574.1579773407,Krasnodar,,0,
GA1.2.830243764.1578502257,Krasnodar,1,1,1
GA1.2.860129992.1579431519,Krasnodar,0,1,
GA1.2.881821745.1581572468,Krasnodar,-,-,-
GA1.2.93657250.1574187138,Krasnodar,-,-,-
GA1.2.1105345582.1580498189,Krasnodar,-,-,-
GA1.2.1117769827.1576136526,Krasnodar,1,1,0
GA1.2.1616348902.1543042390,Krasnodar,1,1,1
GA1.2.1628978993.1577633151,Krasnodar,-,-,-
GA1.2.1701455122.1579085767,Krasnodar,0,1,
GA1.2.1752505136.1578089154,Krasnodar,,0,
GA1.2.567580794.1580114847,Krasnodar,,0,
GA1.2.683721928.1578511122,Krasnodar,-,-,-
GA1.2.826649766.1571167546,Krasnodar,1,1,1
GA1.2.972249881.1557342914,Krasnodar,-,-,-
GA1.2.1223669580.1580031964,Krasnodar,-,-,-
GA1.2.1042626333.1576106115,Krasnodar,,0,
GA1.2.1045845210.1578814110,Krasnodar,-,-,-
GA1.2.1092135834.1580229903,Krasnodar,-,-,-
GA1.2.1134972418.1580475579,Krasnodar,,0,
GA1.2.1143794977.1581865568,Krasnodar,,0,
GA1.2.1151296326.1580752396,Krasnodar,,0,
GA1.2.1539014866.1579819886,Krasnodar,-,-,-
GA1.2.1579148182.1580020450,Krasnodar,-,-,-
GA1.2.1709380146.1578940674,Krasnodar,,0,
GA1.2.1710314026.1579943645,Krasnodar,-,-,-
GA1.2.1716859619.1581514348,Krasnodar,1,1,1
GA1.2.1730177860.1581588492,Krasnodar,-,-,-
GA1.2.1738191388.1579004937,Krasnodar,1,1,0
GA1.2.174113477.1581796577,Krasnodar,0,1,
GA1.2.1835247899.1581504262,Krasnodar,-,-,-
GA1.2.1864478161.1581095777,Krasnodar,-,-,-
GA1.2.1885859642.1577887307,Krasnodar,0,1,
GA1.2.1888313116.1579419773,Krasnodar,-,-,-
GA1.2.192618030.1580114581,Krasnodar,-,-,-
GA1.2.1956701773.1579074603,Krasnodar,,0,
GA1.2.1987813677.1576132411,Krasnodar,0,1,
GA1.2.2001025145.1578775497,Krasnodar,0,1,
GA1.2.2007540301.1579453959,Krasnodar,1,1,1
GA1.2.2059160090.1578407952,Krasnodar,-,-,-
GA1.2.2062856396.1581924651,Krasnodar,1,1,0
GA1.2.2086763494.1579166860,Krasnodar,,0,
GA1.2.309397251.1578642083,Krasnodar,,0,
GA1.2.311183709.1581923277,Krasnodar,,0,
GA1.2.411912052.1580454602,Krasnodar,,0,
GA1.2.43979885.1580199682,Krasnodar,1,1,1
GA1.2.505874330.1575192759,Krasnodar,,0,
GA1.2.505874330.1575192759,Krasnodar,,0,
GA1.2.581733856.1580478812,Krasnodar,1,1,0
GA1.2.609253697.1580200595,Krasnodar,-,-,-
GA1.2.6868186.1578985205,Krasnodar,-,-,-
GA1.2.694639249.1579254667,Krasnodar,-,-,-
GA1.2.721389574.1579778850,Krasnodar,-,-,-
GA1.2.767688106.1581742059,Krasnodar,-,-,-
GA1.2.819962128.1578223482,Krasnodar,,0,
GA1.2.913061002.1576954855,Krasnodar,0,1,
GA1.2.935452632.1578783719,Krasnodar,-,-,-
GA1.2.968264784.1581749450,Krasnodar,-,-,-
GA1.2.1121026219.1579256225,Krasnodar,0,1,
GA1.2.1121026219.1579256225,Krasnodar,1,1,1
GA1.2.116692447.1578650190,Krasnodar,0,1,
GA1.2.1170056768.1579779389,Krasnodar,-,-,-
GA1.2.1259406608.1578922213,Krasnodar,1,1,0
GA1.2.1339466311.1580370557,Krasnodar,,0,
GA1.2.1402283155.1580907872,Krasnodar,1,1,1
GA1.2.1402283155.1580907872,Krasnodar,-,-,-
GA1.2.1437300975.1581488294,Krasnodar,-,-,-
GA1.2.1439517685.1569573880,Krasnodar,-,-,-
GA1.2.1453591032.1578040471,Krasnodar,,0,
GA1.2.1453591032.1578040471,Krasnodar,1,1,1
GA1.2.1453591032.1578040471,Krasnodar,1,1,1
GA1.2.1493594480.1581526939,Krasnodar,1,1,0
GA1.2.1509139941.1578987790,Krasnodar,-,-,-
GA1.2.1552021870.1581317482,Krasnodar,-,-,-
GA1.2.1571953597.1581052820,Krasnodar,-,-,-
GA1.2.1674405151.1581096594,Krasnodar,,0,
GA1.2.1719060940.1580017520,Krasnodar,,0,
GA1.2.1731904327.1579681713,Krasnodar,-,-,-
GA1.2.1765649082.1580137544,Krasnodar,,0,
GA1.2.1776971206.1579773035,Krasnodar,-,-,-
GA1.2.1788394888.1581666469,Krasnodar,-,-,-
GA1.2.1925736215.1578896625,Krasnodar,,0,
GA1.2.1988814386.1569494467,Krasnodar,,0,
GA1.2.1998465766.1571824612,Krasnodar,,0,
GA1.2.2048390948.1579196327,Krasnodar,-,-,-
GA1.2.2048390948.1579196327,Krasnodar,,0,
GA1.2.209050708.1559153319,Krasnodar,-,-,-
GA1.2.2143324951.1578588383,Krasnodar,1,1,1
GA1.2.231927017.1576054408,Krasnodar,1,1,0
GA1.2.249474554.1581838345,Krasnodar,-,-,-
GA1.2.374670829.1571234320,Krasnodar,-,-,-
GA1.2.446201217.1574397672,Krasnodar,,0,
GA1.2.52452303.1579687599,Krasnodar,-,-,-
GA1.2.525646695.1580412521,Krasnodar,-,-,-
GA1.2.590752663.1564325439,Krasnodar,0,1,
GA1.2.590752663.1564325439,Krasnodar,1,1,1
GA1.2.590752663.1564325439,Krasnodar,1,1,0
GA1.2.670615158.1580116834,Krasnodar,1,1,1
GA1.2.688841538.1581586490,Krasnodar,-,-,-
GA1.2.714101408.1548315630,Krasnodar,-,-,-
GA1.2.723297961.1579294631,Krasnodar,-,-,-
GA1.2.759950084.1541770859,Krasnodar,-,-,-
GA1.2.759950084.1541770859,Krasnodar,-,-,-
GA1.2.787332898.1562151751,Krasnodar,-,-,-
GA1.2.804289736.1571136766,Krasnodar,,0,
GA1.2.807353457.1573477790,Krasnodar,0,1,
GA1.2.807353457.1573477790,Krasnodar,-,-,-
GA1.2.821099837.1579238168,Krasnodar,-,-,-
GA1.2.841843250.1581576818,Krasnodar,,0,
GA1.2.841856222.1578552901,Krasnodar,,0,
GA1.2.882474799.1580890395,Krasnodar,-,-,-
GA1.2.921850004.1571903452,Krasnodar,-,-,-
GA1.2.973247558.1581332720,Krasnodar,1,1,0
GA1.2.97469389.1579362232,Krasnodar,-,-,-
GA1.2.97588686.1562570238,Krasnodar,-,-,-
GA1.2.97588686.1562570238,Krasnodar,-,-,-
GA1.2.98424729.1580467196,Krasnodar,1,1,1
GA1.2.1034147636.1574186800,Krasnodar,-,-,-
GA1.2.1042168628.1581611887,Krasnodar,,0,
GA1.2.1052458434.1581200905,Krasnodar,1,1,0
GA1.2.1092034082.1580016329,Krasnodar,0,1,
GA1.2.1155761048.1581526733,Krasnodar,-,-,-
GA1.2.117700999.1579240011,Krasnodar,-,-,-
GA1.2.1204005964.1578840319,Krasnodar,-,-,-
GA1.2.1292831011.1567002815,Krasnodar,-,-,-
GA1.2.1323987382.1580989406,Krasnodar,,0,
GA1.2.1323987382.1580989406,Krasnodar,-,-,-
GA1.2.1338582089.1578510729,Krasnodar,-,-,-
GA1.2.1346612518.1575371040,Krasnodar,-,-,-
GA1.2.1350472467.1579958475,Krasnodar,-,-,-
GA1.2.1352770198.1580596098,Krasnodar,-,-,-
GA1.2.1364506880.1580545597,Krasnodar,1,1,1
GA1.2.1366231650.1579535766,Krasnodar,-,-,-
GA1.2.1382659827.1581853065,Krasnodar,1,1,0
GA1.2.1401189022.1580928130,Krasnodar,0,1,
GA1.2.1465730968.1578893694,Krasnodar,-,-,-
GA1.2.1501087627.1573559541,Krasnodar,,0,
GA1.2.1512627468.1580495163,Krasnodar,-,-,-
GA1.2.1530282520.1580554497,Krasnodar,1,1,1
GA1.2.1536001005.1579667419,Krasnodar,,0,
GA1.2.1543694120.1579777860,Krasnodar,-,-,-
GA1.2.156430610.1579498443,Krasnodar,,0,
GA1.2.157160396.1580579600,Krasnodar,,0,
GA1.2.1590156571.1578540861,Krasnodar,,0,
GA1.2.1591066384.1577893640,Krasnodar,,0,
GA1.2.1637628677.1578760586,Krasnodar,-,-,-
GA1.2.167239173.1564216298,Krasnodar,0,1,
GA1.2.167433255.1579452570,Krasnodar,1,1,0
GA1.2.1719639923.1581072848,Krasnodar,-,-,-
GA1.2.1726989586.1578465640,Krasnodar,,0,
GA1.2.1751922075.1581616631,Krasnodar,-,-,-
GA1.2.1752774269.1578761571,Krasnodar,,0,
GA1.2.1765496642.1580619050,Krasnodar,-,-,-
GA1.2.183059238.1580580679,Krasnodar,,0,
GA1.2.1864679689.1580800501,Krasnodar,,0,
GA1.2.1941563643.1578509887,Krasnodar,0,1,
GA1.2.1946468035.1576653823,Krasnodar,-,-,-
GA1.2.1946468035.1576653823,Krasnodar,-,-,-
GA1.2.1966431530.1578944254,Krasnodar,-,-,-
GA1.2.1979246267.1579861274,Krasnodar,0,1,
GA1.2.1997239172.1581581918,Krasnodar,-,-,-
GA1.2.2022640677.1578829116,Krasnodar,-,-,-
GA1.2.2042491648.1580782892,Krasnodar,-,-,-
GA1.2.2044064084.1578384962,Krasnodar,-,-,-
GA1.2.2058147454.1578920986,Krasnodar,-,-,-
GA1.2.2071328153.1580210716,Krasnodar,,0,
GA1.2.2072364646.1574151465,Krasnodar,-,-,-
GA1.2.2093875231.1580499258,Krasnodar,0,1,
GA1.2.2106542288.1579064065,Krasnodar,-,-,-
GA1.2.2146346093.1572515801,Krasnodar,,0,
GA1.2.220640106.1581277268,Krasnodar,-,-,-
GA1.2.261133616.1581755445,Krasnodar,-,-,-
GA1.2.32511989.1578913655,Krasnodar,1,1,1
GA1.2.330321688.1575013747,Krasnodar,-,-,-
GA1.2.402412287.1579132794,Krasnodar,-,-,-
GA1.2.417648330.1577867798,Krasnodar,-,-,-
GA1.2.431810465.1578348853,Krasnodar,0,1,
